session_id,date,customer_id,channel,device,landing_page,sessions,bounces
S20250613-Pa-Mo-7448,2025-06-13,,Paid Social,Mobile,/,97,53
S20250613-Em-De-1737,2025-06-13,,Email,Desktop,/,38,10
S20250613-Em-Mo-5436,2025-06-13,,Email,Mobile,/,16,4
S20250613-Or-De-8058,2025-06-13,,Organic,Desktop,/,121,41
S20250613-Or-Mo-1132,2025-06-13,,Organic,Mobile,/,31,10
S20250613-Re-De-9310,2025-06-13,,Referral,Desktop,/,12,4
S20250613-Re-Mo-3903,2025-06-13,,Referral,Mobile,/,18,7
S20250614-Pa-De-8334,2025-06-14,,Paid Search,Desktop,/,102,37
S20250614-Pa-Mo-7913,2025-06-14,,Paid Search,Mobile,/,105,37
S20250614-Pa-De-7410,2025-06-14,,Paid Social,Desktop,/,75,38
S20250614-Pa-Mo-4397,2025-06-14,,Paid Social,Mobile,/,114,58
S20250614-Em-De-7456,2025-06-14,,Email,Desktop,/,35,10
S20250614-Em-Mo-2615,2025-06-14,,Email,Mobile,/,56,16
S20250614-Or-De-8498,2025-06-14,,Organic,Desktop,/,36,12
S20250614-Or-Mo-2961,2025-06-14,,Organic,Mobile,/,175,58
S20250614-Re-De-4626,2025-06-14,,Referral,Desktop,/,28,5
S20250614-Re-Mo-9981,2025-06-14,,Referral,Mobile,/,19,3
S20250615-Pa-De-5953,2025-06-15,,Paid Search,Desktop,/,21,9
S20250615-Pa-Mo-1260,2025-06-15,,Paid Search,Mobile,/,166,70
S20250615-Pa-De-8758,2025-06-15,,Paid Social,Desktop,/,105,43
S20250615-Pa-Mo-8889,2025-06-15,,Paid Social,Mobile,/,60,24
S20250615-Em-De-1084,2025-06-15,,Email,Desktop,/,56,17
S20250615-Em-Mo-3995,2025-06-15,,Email,Mobile,/,28,8
S20250615-Or-De-1570,2025-06-15,,Organic,Desktop,/,64,19
S20250615-Or-Mo-8922,2025-06-15,,Organic,Mobile,/,154,48
S20250615-Re-De-7671,2025-06-15,,Referral,Desktop,/,23,6
S20250615-Re-Mo-6669,2025-06-15,,Referral,Mobile,/,26,7
S20250616-Pa-De-5656,2025-06-16,,Paid Search,Desktop,/,84,34
S20250616-Pa-Mo-9511,2025-06-16,,Paid Search,Mobile,/,88,35
S20250616-Pa-De-6031,2025-06-16,,Paid Social,Desktop,/,35,14
S20250616-Pa-Mo-2127,2025-06-16,,Paid Social,Mobile,/,120,51
S20250616-Em-De-3406,2025-06-16,,Email,Desktop,/,14,4
S20250616-Em-Mo-3807,2025-06-16,,Email,Mobile,/,49,16
S20250616-Or-De-6951,2025-06-16,,Organic,Desktop,/,0,0
S20250616-Or-Mo-5222,2025-06-16,,Organic,Mobile,/,165,59
S20250616-Re-De-2160,2025-06-16,,Referral,Desktop,/,6,3
S20250616-Re-Mo-5312,2025-06-16,,Referral,Mobile,/,33,16
S20250617-Pa-De-5937,2025-06-17,,Paid Search,Desktop,/,1,0
S20250617-Pa-Mo-3914,2025-06-17,,Paid Search,Mobile,/,123,41
S20250617-Pa-De-6985,2025-06-17,,Paid Social,Desktop,/,6,2
S20250617-Pa-Mo-3197,2025-06-17,,Paid Social,Mobile,/,122,56
S20250617-Em-De-1950,2025-06-17,,Email,Desktop,/,44,11
S20250617-Em-Mo-7679,2025-06-17,,Email,Mobile,/,5,1
S20250617-Or-De-4159,2025-06-17,,Organic,Desktop,/,19,7
S20250617-Or-Mo-1397,2025-06-17,,Organic,Mobile,/,91,34
S20250617-Re-De-4371,2025-06-17,,Referral,Desktop,/,15,4
S20250617-Re-Mo-4041,2025-06-17,,Referral,Mobile,/,22,6
S20250618-Pa-De-9746,2025-06-18,,Paid Search,Desktop,/,54,15
S20250618-Pa-Mo-5977,2025-06-18,,Paid Search,Mobile,/,73,21
S20250618-Pa-De-7240,2025-06-18,,Paid Social,Desktop,/,71,27
S20250618-Pa-Mo-5966,2025-06-18,,Paid Social,Mobile,/,43,16
S20250618-Em-De-7867,2025-06-18,,Email,Desktop,/,36,8
S20250618-Em-Mo-8854,2025-06-18,,Email,Mobile,/,16,3
S20250618-Or-De-5324,2025-06-18,,Organic,Desktop,/,31,11
S20250618-Or-Mo-9310,2025-06-18,,Organic,Mobile,/,100,38
S20250618-Re-De-7452,2025-06-18,,Referral,Desktop,/,15,3
S20250618-Re-Mo-7392,2025-06-18,,Referral,Mobile,/,16,3
S20250619-Pa-De-9385,2025-06-19,,Paid Search,Desktop,/,20,5
S20250619-Pa-Mo-8391,2025-06-19,,Paid Search,Mobile,/,129,38
S20250619-Pa-De-6543,2025-06-19,,Paid Social,Desktop,/,26,11
S20250619-Pa-Mo-9921,2025-06-19,,Paid Social,Mobile,/,93,42
S20250619-Em-De-4848,2025-06-19,,Email,Desktop,/,7,2
S20250619-Em-Mo-4456,2025-06-19,,Email,Mobile,/,47,16
S20250619-Or-De-7125,2025-06-19,,Organic,Desktop,/,41,13
S20250619-Or-Mo-3923,2025-06-19,,Organic,Mobile,/,127,39
S20250619-Re-De-8476,2025-06-19,,Referral,Desktop,/,0,0
S20250619-Re-Mo-8931,2025-06-19,,Referral,Mobile,/,33,12
S20250620-Pa-De-1607,2025-06-20,,Paid Search,Desktop,/,49,20
S20250620-Pa-Mo-8394,2025-06-20,,Paid Search,Mobile,/,131,55
S20250620-Pa-De-8545,2025-06-20,,Paid Social,Desktop,/,73,39
S20250620-Pa-Mo-6344,2025-06-20,,Paid Social,Mobile,/,63,33
S20250620-Em-De-3274,2025-06-20,,Email,Desktop,/,18,5
S20250620-Em-Mo-8523,2025-06-20,,Email,Mobile,/,47,14
S20250620-Or-De-9760,2025-06-20,,Organic,Desktop,/,17,6
S20250620-Or-Mo-7200,2025-06-20,,Organic,Mobile,/,162,58
S20250620-Re-De-7122,2025-06-20,,Referral,Desktop,/,12,4
S20250620-Re-Mo-2795,2025-06-20,,Referral,Mobile,/,26,9
S20250621-Pa-De-3280,2025-06-21,,Paid Search,Desktop,/,48,17
S20250621-Pa-Mo-8796,2025-06-21,,Paid Search,Mobile,/,189,68
S20250621-Pa-De-4371,2025-06-21,,Paid Social,Desktop,/,121,52
S20250621-Pa-Mo-4429,2025-06-21,,Paid Social,Mobile,/,95,41
S20250621-Em-De-1783,2025-06-21,,Email,Desktop,/,18,5
S20250621-Em-Mo-1414,2025-06-21,,Email,Mobile,/,90,25
S20250621-Or-De-6722,2025-06-21,,Organic,Desktop,/,32,10
S20250621-Or-Mo-1722,2025-06-21,,Organic,Mobile,/,217,69
S20250621-Re-De-4701,2025-06-21,,Referral,Desktop,/,27,8
S20250621-Re-Mo-6630,2025-06-21,,Referral,Mobile,/,33,9
S20250622-Pa-De-6633,2025-06-22,,Paid Search,Desktop,/,8,2
S20250622-Pa-Mo-8413,2025-06-22,,Paid Search,Mobile,/,114,42
S20250622-Pa-De-7090,2025-06-22,,Paid Social,Desktop,/,17,9
S20250622-Pa-Mo-9154,2025-06-22,,Paid Social,Mobile,/,98,52
S20250622-Em-De-3012,2025-06-22,,Email,Desktop,/,19,4
S20250622-Em-Mo-2100,2025-06-22,,Email,Mobile,/,28,5
S20250622-Or-De-1996,2025-06-22,,Organic,Desktop,/,70,24
S20250622-Or-Mo-6209,2025-06-22,,Organic,Mobile,/,61,21
S20250622-Re-De-6427,2025-06-22,,Referral,Desktop,/,11,3
S20250622-Re-Mo-5603,2025-06-22,,Referral,Mobile,/,15,4
S20250623-Pa-De-4611,2025-06-23,,Paid Search,Desktop,/,119,44
S20250623-Pa-Mo-1211,2025-06-23,,Paid Search,Mobile,/,68,25
S20250623-Pa-De-5272,2025-06-23,,Paid Social,Desktop,/,42,19
S20250623-Pa-Mo-6813,2025-06-23,,Paid Social,Mobile,/,136,65
S20250623-Em-De-8160,2025-06-23,,Email,Desktop,/,22,4
S20250623-Em-Mo-9575,2025-06-23,,Email,Mobile,/,48,8
S20250623-Or-De-3228,2025-06-23,,Organic,Desktop,/,50,15
S20250623-Or-Mo-2921,2025-06-23,,Organic,Mobile,/,115,33
S20250623-Re-De-2521,2025-06-23,,Referral,Desktop,/,12,3
S20250623-Re-Mo-2351,2025-06-23,,Referral,Mobile,/,33,7
S20250624-Pa-De-1436,2025-06-24,,Paid Search,Desktop,/,46,17
S20250624-Pa-Mo-7085,2025-06-24,,Paid Search,Mobile,/,141,54
S20250624-Pa-De-1895,2025-06-24,,Paid Social,Desktop,/,28,14
S20250624-Pa-Mo-3569,2025-06-24,,Paid Social,Mobile,/,138,70
S20250624-Em-De-2522,2025-06-24,,Email,Desktop,/,4,1
S20250624-Em-Mo-7425,2025-06-24,,Email,Mobile,/,66,19
S20250624-Or-De-6489,2025-06-24,,Organic,Desktop,/,99,32
S20250624-Or-Mo-4511,2025-06-24,,Organic,Mobile,/,57,18
S20250624-Re-De-1113,2025-06-24,,Referral,Desktop,/,8,2
S20250624-Re-Mo-1531,2025-06-24,,Referral,Mobile,/,34,11
S20250625-Pa-De-1933,2025-06-25,,Paid Search,Desktop,/,11,4
S20250625-Pa-Mo-2050,2025-06-25,,Paid Search,Mobile,/,132,48
S20250625-Pa-De-2060,2025-06-25,,Paid Social,Desktop,/,24,12
S20250625-Pa-Mo-8923,2025-06-25,,Paid Social,Mobile,/,80,39
S20250625-Em-De-6969,2025-06-25,,Email,Desktop,/,46,10
S20250625-Em-Mo-5628,2025-06-25,,Email,Mobile,/,15,3
S20250625-Or-De-7797,2025-06-25,,Organic,Desktop,/,69,21
S20250625-Or-Mo-3600,2025-06-25,,Organic,Mobile,/,42,12
S20250625-Re-De-2239,2025-06-25,,Referral,Desktop,/,8,1
S20250625-Re-Mo-1459,2025-06-25,,Referral,Mobile,/,14,3
S20250626-Pa-De-8736,2025-06-26,,Paid Search,Desktop,/,18,6
S20250626-Pa-Mo-3697,2025-06-26,,Paid Search,Mobile,/,162,62
S20250626-Pa-De-3221,2025-06-26,,Paid Social,Desktop,/,20,9
S20250626-Pa-Mo-6814,2025-06-26,,Paid Social,Mobile,/,142,64
S20250626-Em-De-5547,2025-06-26,,Email,Desktop,/,28,6
S20250626-Em-Mo-7510,2025-06-26,,Email,Mobile,/,55,12
S20250626-Or-De-7028,2025-06-26,,Organic,Desktop,/,47,15
S20250626-Or-Mo-2361,2025-06-26,,Organic,Mobile,/,141,44
S20250626-Re-De-3712,2025-06-26,,Referral,Desktop,/,29,5
S20250626-Re-Mo-7463,2025-06-26,,Referral,Mobile,/,15,3
S20250627-Pa-De-1698,2025-06-27,,Paid Search,Desktop,/,6,2
S20250627-Pa-Mo-9938,2025-06-27,,Paid Search,Mobile,/,178,60
S20250627-Pa-De-3039,2025-06-27,,Paid Social,Desktop,/,5,3
S20250627-Pa-Mo-4289,2025-06-27,,Paid Social,Mobile,/,138,72
S20250627-Em-De-7667,2025-06-27,,Email,Desktop,/,14,4
S20250627-Em-Mo-6258,2025-06-27,,Email,Mobile,/,64,17
S20250627-Or-De-1380,2025-06-27,,Organic,Desktop,/,47,18
S20250627-Or-Mo-8173,2025-06-27,,Organic,Mobile,/,140,53
S20250627-Re-De-2739,2025-06-27,,Referral,Desktop,/,3,1
S20250627-Re-Mo-4126,2025-06-27,,Referral,Mobile,/,34,9
S20250628-Pa-De-6978,2025-06-28,,Paid Search,Desktop,/,30,11
S20250628-Pa-Mo-1293,2025-06-28,,Paid Search,Mobile,/,86,34
S20250628-Pa-De-6627,2025-06-28,,Paid Social,Desktop,/,63,35
S20250628-Pa-Mo-4990,2025-06-28,,Paid Social,Mobile,/,40,22
S20250628-Em-De-5434,2025-06-28,,Email,Desktop,/,6,2
S20250628-Em-Mo-5061,2025-06-28,,Email,Mobile,/,46,14
S20250628-Or-De-3316,2025-06-28,,Organic,Desktop,/,24,8
S20250628-Or-Mo-2274,2025-06-28,,Organic,Mobile,/,104,34
S20250628-Re-De-4206,2025-06-28,,Referral,Desktop,/,9,2
S20250628-Re-Mo-6178,2025-06-28,,Referral,Mobile,/,22,4
S20250629-Pa-De-6799,2025-06-29,,Paid Search,Desktop,/,10,3
S20250629-Pa-Mo-3929,2025-06-29,,Paid Search,Mobile,/,132,45
S20250629-Pa-De-6192,2025-06-29,,Paid Social,Desktop,/,62,28
S20250629-Pa-Mo-8027,2025-06-29,,Paid Social,Mobile,/,67,30
S20250629-Em-De-4383,2025-06-29,,Email,Desktop,/,33,9
S20250629-Em-Mo-4540,2025-06-29,,Email,Mobile,/,37,11
S20250629-Or-De-8863,2025-06-29,,Organic,Desktop,/,94,30
S20250629-Or-Mo-4176,2025-06-29,,Organic,Mobile,/,59,19
S20250629-Re-De-3797,2025-06-29,,Referral,Desktop,/,12,3
S20250629-Re-Mo-2363,2025-06-29,,Referral,Mobile,/,21,5
S20250630-Pa-De-1182,2025-06-30,,Paid Search,Desktop,/,16,4
S20250630-Pa-Mo-9427,2025-06-30,,Paid Search,Mobile,/,62,18
S20250630-Pa-De-9524,2025-06-30,,Paid Social,Desktop,/,11,6
S20250630-Pa-Mo-4091,2025-06-30,,Paid Social,Mobile,/,40,20
S20250630-Em-De-1027,2025-06-30,,Email,Desktop,/,11,1
S20250630-Em-Mo-8539,2025-06-30,,Email,Mobile,/,14,2
S20250630-Or-De-1256,2025-06-30,,Organic,Desktop,/,20,7
S20250630-Or-Mo-2447,2025-06-30,,Organic,Mobile,/,56,21
S20250630-Re-De-9674,2025-06-30,,Referral,Desktop,/,0,0
S20250630-Re-Mo-4665,2025-06-30,,Referral,Mobile,/,12,3
S20250701-Pa-De-3538,2025-07-01,,Paid Search,Desktop,/,178,62
S20250701-Pa-Mo-1443,2025-07-01,,Paid Search,Mobile,/,48,16
S20250701-Pa-De-6729,2025-07-01,,Paid Social,Desktop,/,132,61
S20250701-Pa-Mo-2953,2025-07-01,,Paid Social,Mobile,/,61,28
S20250701-Em-De-6526,2025-07-01,,Email,Desktop,/,7,2
S20250701-Em-Mo-5457,2025-07-01,,Email,Mobile,/,102,34
S20250701-Or-De-3876,2025-07-01,,Organic,Desktop,/,40,13
S20250701-Or-Mo-3026,2025-07-01,,Organic,Mobile,/,185,61
S20250701-Re-De-8495,2025-07-01,,Referral,Desktop,/,16,4
S20250701-Re-Mo-4662,2025-07-01,,Referral,Mobile,/,55,15
S20250702-Pa-De-9141,2025-07-02,,Paid Search,Desktop,/,124,47
S20250702-Pa-Mo-4237,2025-07-02,,Paid Search,Mobile,/,65,24
S20250702-Pa-De-5637,2025-07-02,,Paid Social,Desktop,/,19,10
S20250702-Pa-Mo-1612,2025-07-02,,Paid Social,Mobile,/,172,90
S20250702-Em-De-3610,2025-07-02,,Email,Desktop,/,1,0
S20250702-Em-Mo-4069,2025-07-02,,Email,Mobile,/,93,25
S20250702-Or-De-8661,2025-07-02,,Organic,Desktop,/,44,14
S20250702-Or-Mo-1790,2025-07-02,,Organic,Mobile,/,167,56
S20250702-Re-De-7466,2025-07-02,,Referral,Desktop,/,14,4
S20250702-Re-Mo-4179,2025-07-02,,Referral,Mobile,/,36,11
S20250703-Pa-De-9612,2025-07-03,,Paid Search,Desktop,/,15,5
S20250703-Pa-Mo-6160,2025-07-03,,Paid Search,Mobile,/,157,53
S20250703-Pa-De-2153,2025-07-03,,Paid Social,Desktop,/,41,23
S20250703-Pa-Mo-5940,2025-07-03,,Paid Social,Mobile,/,80,44
S20250703-Em-De-7760,2025-07-03,,Email,Desktop,/,27,9
S20250703-Em-Mo-1980,2025-07-03,,Email,Mobile,/,45,16
S20250703-Or-De-8909,2025-07-03,,Organic,Desktop,/,117,30
S20250703-Or-Mo-1921,2025-07-03,,Organic,Mobile,/,43,11
S20250703-Re-De-7268,2025-07-03,,Referral,Desktop,/,14,5
S20250703-Re-Mo-6331,2025-07-03,,Referral,Mobile,/,25,9
S20250704-Pa-De-6291,2025-07-04,,Paid Search,Desktop,/,73,20
S20250704-Pa-Mo-9425,2025-07-04,,Paid Search,Mobile,/,14,4
S20250704-Pa-De-2476,2025-07-04,,Paid Social,Desktop,/,4,2
S20250704-Pa-Mo-3023,2025-07-04,,Paid Social,Mobile,/,66,29
S20250704-Em-De-7713,2025-07-04,,Email,Desktop,/,13,4
S20250704-Em-Mo-3978,2025-07-04,,Email,Mobile,/,24,7
S20250704-Or-De-2122,2025-07-04,,Organic,Desktop,/,35,13
S20250704-Or-Mo-4830,2025-07-04,,Organic,Mobile,/,52,18
S20250704-Re-De-8053,2025-07-04,,Referral,Desktop,/,8,4
S20250704-Re-Mo-6670,2025-07-04,,Referral,Mobile,/,17,8
S20250705-Pa-De-1484,2025-07-05,,Paid Search,Desktop,/,24,7
S20250705-Pa-Mo-1664,2025-07-05,,Paid Search,Mobile,/,92,30
S20250705-Pa-De-5540,2025-07-05,,Paid Social,Desktop,/,83,45
S20250705-Pa-Mo-8476,2025-07-05,,Paid Social,Mobile,/,26,14
S20250705-Em-De-9549,2025-07-05,,Email,Desktop,/,2,0
S20250705-Em-Mo-1567,2025-07-05,,Email,Mobile,/,50,14
S20250705-Or-De-2652,2025-07-05,,Organic,Desktop,/,78,27
S20250705-Or-Mo-9199,2025-07-05,,Organic,Mobile,/,45,16
S20250705-Re-De-4595,2025-07-05,,Referral,Desktop,/,3,0
S20250705-Re-Mo-5910,2025-07-05,,Referral,Mobile,/,21,3
S20250706-Pa-De-2932,2025-07-06,,Paid Search,Desktop,/,49,17
S20250706-Pa-Mo-7174,2025-07-06,,Paid Search,Mobile,/,100,36
S20250706-Pa-De-2729,2025-07-06,,Paid Social,Desktop,/,56,28
S20250706-Pa-Mo-1018,2025-07-06,,Paid Social,Mobile,/,78,39
S20250706-Em-De-1294,2025-07-06,,Email,Desktop,/,33,7
S20250706-Em-Mo-9770,2025-07-06,,Email,Mobile,/,31,7
S20250706-Or-De-9271,2025-07-06,,Organic,Desktop,/,95,39
S20250706-Or-Mo-5840,2025-07-06,,Organic,Mobile,/,36,14
S20250706-Re-De-3171,2025-07-06,,Referral,Desktop,/,3,0
S20250706-Re-Mo-4294,2025-07-06,,Referral,Mobile,/,38,11
S20250707-Pa-De-7610,2025-07-07,,Paid Search,Desktop,/,107,39
S20250707-Pa-Mo-9793,2025-07-07,,Paid Search,Mobile,/,86,32
S20250707-Pa-De-2317,2025-07-07,,Paid Social,Desktop,/,29,14
S20250707-Pa-Mo-1284,2025-07-07,,Paid Social,Mobile,/,154,76
S20250707-Em-De-5861,2025-07-07,,Email,Desktop,/,8,2
S20250707-Em-Mo-4259,2025-07-07,,Email,Mobile,/,70,21
S20250707-Or-De-1081,2025-07-07,,Organic,Desktop,/,29,10
S20250707-Or-Mo-4005,2025-07-07,,Organic,Mobile,/,187,67
S20250707-Re-De-8068,2025-07-07,,Referral,Desktop,/,2,1
S20250707-Re-Mo-4897,2025-07-07,,Referral,Mobile,/,38,20
S20250708-Pa-De-1742,2025-07-08,,Paid Search,Desktop,/,26,11
S20250708-Pa-Mo-5544,2025-07-08,,Paid Search,Mobile,/,72,32
S20250708-Pa-De-2479,2025-07-08,,Paid Social,Desktop,/,39,20
S20250708-Pa-Mo-1954,2025-07-08,,Paid Social,Mobile,/,47,24
S20250708-Em-De-3547,2025-07-08,,Email,Desktop,/,18,6
S20250708-Em-Mo-5923,2025-07-08,,Email,Mobile,/,18,5
S20250708-Or-De-9664,2025-07-08,,Organic,Desktop,/,20,6
S20250708-Or-Mo-1858,2025-07-08,,Organic,Mobile,/,66,20
S20250708-Re-De-3390,2025-07-08,,Referral,Desktop,/,3,1
S20250708-Re-Mo-4262,2025-07-08,,Referral,Mobile,/,15,4
S20250709-Pa-De-3261,2025-07-09,,Paid Search,Desktop,/,17,7
S20250709-Pa-Mo-2420,2025-07-09,,Paid Search,Mobile,/,107,43
S20250709-Pa-De-5573,2025-07-09,,Paid Social,Desktop,/,32,16
S20250709-Pa-Mo-6222,2025-07-09,,Paid Social,Mobile,/,67,33
S20250709-Em-De-1220,2025-07-09,,Email,Desktop,/,14,2
S20250709-Em-Mo-1875,2025-07-09,,Email,Mobile,/,42,8
S20250709-Or-De-8111,2025-07-09,,Organic,Desktop,/,2,0
S20250709-Or-Mo-5589,2025-07-09,,Organic,Mobile,/,128,42
S20250709-Re-De-6351,2025-07-09,,Referral,Desktop,/,20,8
S20250709-Re-Mo-9017,2025-07-09,,Referral,Mobile,/,19,7
S20250710-Pa-De-9660,2025-07-10,,Paid Search,Desktop,/,88,39
S20250710-Pa-Mo-3467,2025-07-10,,Paid Search,Mobile,/,26,12
S20250710-Pa-De-1775,2025-07-10,,Paid Social,Desktop,/,59,32
S20250710-Pa-Mo-6229,2025-07-10,,Paid Social,Mobile,/,46,25
S20250710-Em-De-9069,2025-07-10,,Email,Desktop,/,6,1
S20250710-Em-Mo-4915,2025-07-10,,Email,Mobile,/,47,12
S20250710-Or-De-2606,2025-07-10,,Organic,Desktop,/,10,3
S20250710-Or-Mo-1897,2025-07-10,,Organic,Mobile,/,96,28
S20250710-Re-De-2798,2025-07-10,,Referral,Desktop,/,7,3
S20250710-Re-Mo-9162,2025-07-10,,Referral,Mobile,/,24,11
S20250711-Pa-De-7176,2025-07-11,,Paid Search,Desktop,/,107,34
S20250711-Pa-Mo-8042,2025-07-11,,Paid Search,Mobile,/,50,16
S20250711-Pa-De-9980,2025-07-11,,Paid Social,Desktop,/,31,14
S20250711-Pa-Mo-6639,2025-07-11,,Paid Social,Mobile,/,99,47
S20250711-Em-De-1514,2025-07-11,,Email,Desktop,/,75,17
S20250711-Em-Mo-2913,2025-07-11,,Email,Mobile,/,13,2
S20250711-Or-De-4274,2025-07-11,,Organic,Desktop,/,125,30
S20250711-Or-Mo-4273,2025-07-11,,Organic,Mobile,/,24,5
S20250711-Re-De-5208,2025-07-11,,Referral,Desktop,/,13,5
S20250711-Re-Mo-5468,2025-07-11,,Referral,Mobile,/,25,9
S20250712-Pa-De-3302,2025-07-12,,Paid Search,Desktop,/,57,18
S20250712-Pa-Mo-3633,2025-07-12,,Paid Search,Mobile,/,94,31
S20250712-Pa-De-2513,2025-07-12,,Paid Social,Desktop,/,11,4
S20250712-Pa-Mo-8425,2025-07-12,,Paid Social,Mobile,/,130,54
S20250712-Em-De-2971,2025-07-12,,Email,Desktop,/,18,4
S20250712-Em-Mo-5438,2025-07-12,,Email,Mobile,/,43,9
S20250712-Or-De-2855,2025-07-12,,Organic,Desktop,/,43,15
S20250712-Or-Mo-2999,2025-07-12,,Organic,Mobile,/,112,38
S20250712-Re-De-2777,2025-07-12,,Referral,Desktop,/,23,8
S20250712-Re-Mo-8403,2025-07-12,,Referral,Mobile,/,11,4
S20250713-Pa-De-1837,2025-07-13,,Paid Search,Desktop,/,51,17
S20250713-Pa-Mo-8845,2025-07-13,,Paid Search,Mobile,/,91,30
S20250713-Pa-De-2261,2025-07-13,,Paid Social,Desktop,/,30,14
S20250713-Pa-Mo-8633,2025-07-13,,Paid Social,Mobile,/,83,40
S20250713-Em-De-3119,2025-07-13,,Email,Desktop,/,31,10
S20250713-Em-Mo-8716,2025-07-13,,Email,Mobile,/,20,6
S20250713-Or-De-9169,2025-07-13,,Organic,Desktop,/,11,3
S20250713-Or-Mo-5915,2025-07-13,,Organic,Mobile,/,124,40
S20250713-Re-De-4727,2025-07-13,,Referral,Desktop,/,10,3
S20250713-Re-Mo-3529,2025-07-13,,Referral,Mobile,/,25,8
S20250714-Pa-De-9360,2025-07-14,,Paid Search,Desktop,/,11,4
S20250714-Pa-Mo-4682,2025-07-14,,Paid Search,Mobile,/,111,40
S20250714-Pa-De-2050,2025-07-14,,Paid Social,Desktop,/,33,17
S20250714-Pa-Mo-9896,2025-07-14,,Paid Social,Mobile,/,67,35
S20250714-Em-De-2066,2025-07-14,,Email,Desktop,/,16,4
S20250714-Em-Mo-9287,2025-07-14,,Email,Mobile,/,39,11
S20250714-Or-De-4140,2025-07-14,,Organic,Desktop,/,40,16
S20250714-Or-Mo-1881,2025-07-14,,Organic,Mobile,/,84,33
S20250714-Re-De-3196,2025-07-14,,Referral,Desktop,/,12,4
S20250714-Re-Mo-2950,2025-07-14,,Referral,Mobile,/,12,4
S20250715-Pa-De-3075,2025-07-15,,Paid Search,Desktop,/,62,26
S20250715-Pa-Mo-8772,2025-07-15,,Paid Search,Mobile,/,138,60
S20250715-Pa-De-8087,2025-07-15,,Paid Social,Desktop,/,127,65
S20250715-Pa-Mo-4359,2025-07-15,,Paid Social,Mobile,/,23,12
S20250715-Em-De-1411,2025-07-15,,Email,Desktop,/,7,2
S20250715-Em-Mo-2981,2025-07-15,,Email,Mobile,/,62,16
S20250715-Or-De-3037,2025-07-15,,Organic,Desktop,/,22,7
S20250715-Or-Mo-5875,2025-07-15,,Organic,Mobile,/,144,49
S20250715-Re-De-1694,2025-07-15,,Referral,Desktop,/,23,7
S20250715-Re-Mo-6087,2025-07-15,,Referral,Mobile,/,9,2
S20250716-Pa-De-9019,2025-07-16,,Paid Search,Desktop,/,14,4
S20250716-Pa-Mo-4489,2025-07-16,,Paid Search,Mobile,/,72,24
S20250716-Pa-De-7173,2025-07-16,,Paid Social,Desktop,/,14,6
S20250716-Pa-Mo-7409,2025-07-16,,Paid Social,Mobile,/,76,33
S20250716-Em-De-7148,2025-07-16,,Email,Desktop,/,16,3
S20250716-Em-Mo-5309,2025-07-16,,Email,Mobile,/,24,5
S20250716-Or-De-4725,2025-07-16,,Organic,Desktop,/,19,6
S20250716-Or-Mo-9191,2025-07-16,,Organic,Mobile,/,79,28
S20250716-Re-De-1205,2025-07-16,,Referral,Desktop,/,13,1
S20250716-Re-Mo-4315,2025-07-16,,Referral,Mobile,/,8,1
S20250717-Pa-De-6789,2025-07-17,,Paid Search,Desktop,/,32,12
S20250717-Pa-Mo-7934,2025-07-17,,Paid Search,Mobile,/,100,37
S20250717-Pa-De-3522,2025-07-17,,Paid Social,Desktop,/,75,32
S20250717-Pa-Mo-8166,2025-07-17,,Paid Social,Mobile,/,67,29
S20250717-Em-De-5721,2025-07-17,,Email,Desktop,/,39,12
S20250717-Em-Mo-7141,2025-07-17,,Email,Mobile,/,22,6
S20250717-Or-De-5380,2025-07-17,,Organic,Desktop,/,4,1
S20250717-Or-Mo-6379,2025-07-17,,Organic,Mobile,/,156,55
S20250717-Re-De-5036,2025-07-17,,Referral,Desktop,/,6,2
S20250717-Re-Mo-6012,2025-07-17,,Referral,Mobile,/,35,11
S20250718-Pa-De-4992,2025-07-18,,Paid Search,Desktop,/,16,6
S20250718-Pa-Mo-5823,2025-07-18,,Paid Search,Mobile,/,154,63
S20250718-Pa-De-9422,2025-07-18,,Paid Social,Desktop,/,3,1
S20250718-Pa-Mo-3499,2025-07-18,,Paid Social,Mobile,/,146,67
S20250718-Em-De-8763,2025-07-18,,Email,Desktop,/,49,14
S20250718-Em-Mo-8964,2025-07-18,,Email,Mobile,/,35,9
S20250718-Or-De-8925,2025-07-18,,Organic,Desktop,/,54,15
S20250718-Or-Mo-6556,2025-07-18,,Organic,Mobile,/,101,28
S20250718-Re-De-7095,2025-07-18,,Referral,Desktop,/,3,0
S20250718-Re-Mo-4403,2025-07-18,,Referral,Mobile,/,47,9
S20250719-Pa-De-9990,2025-07-19,,Paid Search,Desktop,/,25,8
S20250719-Pa-Mo-5470,2025-07-19,,Paid Search,Mobile,/,110,36
S20250719-Pa-De-9688,2025-07-19,,Paid Social,Desktop,/,3,1
S20250719-Pa-Mo-9035,2025-07-19,,Paid Social,Mobile,/,96,46
S20250719-Em-De-1602,2025-07-19,,Email,Desktop,/,19,3
S20250719-Em-Mo-1427,2025-07-19,,Email,Mobile,/,34,7
S20250719-Or-De-7840,2025-07-19,,Organic,Desktop,/,11,3
S20250719-Or-Mo-4811,2025-07-19,,Organic,Mobile,/,119,36
S20250719-Re-De-6901,2025-07-19,,Referral,Desktop,/,17,5
S20250719-Re-Mo-5085,2025-07-19,,Referral,Mobile,/,22,6
