order_id,order_date,customer_id,product_id,quantity,unit_price,discount,cogs,channel,campaign,device,session_id,order_value
709813,2025-07-13,51173,10023,1,56.4,0.0,28.49,Email,Reactivation,Mobile,SYN-20250713-53799,56.4
709814,2025-07-13,52271,10082,1,41.27,0.115,24.23,Paid Search,Shopping,Desktop,SYN-20250713-53011,36.51
709815,2025-07-13,50545,10034,2,34.11,0.0,32.18,Paid Search,Shopping,Mobile,SYN-20250713-72202,68.21
709816,2025-07-13,50131,10003,1,32.11,0.0,16.34,Paid Search,Non-Brand,Mobile,SYN-20250713-40303,32.11
709817,2025-07-13,50191,10023,4,64.75,0.0,113.96,Organic,SEO,Mobile,SYN-20250713-24540,259.01
709818,2025-07-13,52487,10010,1,97.77,0.0,39.02,Paid Search,Non-Brand,Mobile,SYN-20250713-76822,97.77
709819,2025-07-13,52829,10045,4,29.62,0.04,46.84,Organic,SEO,Desktop,SYN-20250713-72088,113.74
709820,2025-07-13,52317,10006,2,90.81,0.0,85.1,Organic,SEO,Mobile,SYN-20250713-72015,181.63
709821,2025-07-13,51079,10118,3,30.05,0.0,53.43,Organic,SEO,Desktop,SYN-20250713-67291,90.15
709822,2025-07-13,50806,10110,1,41.08,0.0,19.91,Organic,SEO,Desktop,SYN-20250713-88231,41.08
709823,2025-07-13,50120,10077,4,51.83,0.0,121.8,Organic,SEO,Mobile,SYN-20250713-62775,207.33
709824,2025-07-13,51686,10110,2,39.89,0.0,39.82,Organic,SEO,Mobile,SYN-20250713-16973,79.79
709825,2025-07-13,51985,10056,1,92.67,0.0,49.29,Organic,SEO,Desktop,SYN-20250713-35676,92.67
709826,2025-07-13,52639,10053,2,48.98,0.017,53.12,Organic,SEO,Mobile,SYN-20250713-35148,96.29
709827,2025-07-13,52605,10064,1,44.94,0.0,17.15,Organic,SEO,Desktop,SYN-20250713-25476,44.94
709828,2025-07-13,51216,10063,1,54.62,0.069,23.33,Organic,SEO,Mobile,SYN-20250713-80652,50.87
709829,2025-07-13,54590,10074,3,43.88,0.0,74.01,Referral,Affiliates,Mobile,SYN-20250713-56836,131.65
709830,2025-07-13,50021,10053,3,53.37,0.0,79.68,Email,Welcome,Desktop,SYN-20250713-45824,160.11
709831,2025-07-13,52583,10070,1,90.52,0.0,50.23,Referral,Affiliates,Desktop,SYN-20250713-41236,90.52
709832,2025-07-13,53804,10075,1,38.93,0.0,17.16,Organic,SEO,Mobile,SYN-20250713-89231,38.93
709833,2025-07-13,52548,10061,3,114.56,0.0,159.9,Organic,SEO,Desktop,SYN-20250713-58651,343.67
709834,2025-07-13,53372,10015,1,37.74,0.0,26.64,Referral,Affiliates,Desktop,SYN-20250713-60320,37.74
709835,2025-07-13,51930,10056,1,89.02,0.0,49.29,Organic,SEO,Desktop,SYN-20250713-44160,89.02
709836,2025-07-13,50120,10103,2,27.95,0.106,23.86,Organic,SEO,Mobile,SYN-20250713-36055,50.0
709837,2025-07-13,51433,10015,1,38.12,0.068,26.64,Email,Welcome,Desktop,SYN-20250713-80872,35.52
709838,2025-07-13,51715,10041,1,35.06,0.0,15.81,Email,Reactivation,Desktop,SYN-20250713-49546,35.06
709839,2025-07-13,52689,10014,1,67.0,0.0,25.65,Organic,SEO,Mobile,SYN-20250713-58997,67.0
709840,2025-07-13,54171,10030,1,90.63,0.03,50.14,Organic,SEO,Desktop,SYN-20250713-23908,87.89
709841,2025-07-13,50930,10065,3,98.5,0.0,152.1,Referral,Affiliates,Mobile,SYN-20250713-12728,295.51
709842,2025-07-13,52914,10004,1,31.7,0.049,10.78,Organic,SEO,Desktop,SYN-20250713-43397,30.16
709843,2025-07-13,53278,10041,1,34.62,0.0,15.81,Organic,SEO,Mobile,SYN-20250713-96459,34.62
709844,2025-07-13,54341,10070,1,83.19,0.015,50.23,Organic,SEO,Mobile,SYN-20250713-34981,81.94
709845,2025-07-13,50946,10075,2,40.83,0.057,34.32,Organic,SEO,Mobile,SYN-20250713-86348,77.02
709846,2025-07-13,52472,10072,2,89.25,0.0,104.28,Organic,SEO,Mobile,SYN-20250713-63492,178.5
709847,2025-07-14,53705,10067,1,28.86,0.025,14.25,Paid Social,CreativeTest,Desktop,SYN-20250714-65075,28.14
709848,2025-07-14,52671,10048,2,32.96,0.0,35.2,Organic,SEO,Desktop,SYN-20250714-20573,65.92
709849,2025-07-14,51627,10020,1,107.9,0.0,44.01,Email,Reactivation,Mobile,SYN-20250714-50949,107.9
709850,2025-07-14,52063,10028,1,22.47,0.0,12.07,Organic,SEO,Mobile,SYN-20250714-92224,22.47
709851,2025-07-14,54024,10050,2,28.66,0.0,22.92,Paid Search,Brand,Mobile,SYN-20250714-59913,57.32
709852,2025-07-14,51607,10089,3,41.6,0.099,51.42,Organic,SEO,Desktop,SYN-20250714-21728,112.4
709853,2025-07-14,50378,10092,2,35.17,0.0,37.16,Paid Search,Shopping,Desktop,SYN-20250714-33356,70.34
709854,2025-07-14,50079,10085,1,32.63,0.0,17.98,Referral,Affiliates,Mobile,SYN-20250714-69953,32.63
709855,2025-07-14,50831,10117,1,52.5,0.0,26.67,Paid Search,Non-Brand,Desktop,SYN-20250714-88922,52.5
709856,2025-07-14,53091,10049,1,35.09,0.024,19.33,Organic,SEO,Mobile,SYN-20250714-75881,34.25
709857,2025-07-14,50092,10034,1,33.17,0.0,16.09,Paid Search,Shopping,Desktop,SYN-20250714-48601,33.17
709858,2025-07-14,50806,10027,1,77.25,0.0,51.32,Organic,SEO,Mobile,SYN-20250714-10535,77.25
709859,2025-07-14,53764,10091,2,27.08,0.08,23.98,Paid Social,Retargeting,Desktop,SYN-20250714-50001,49.85
709860,2025-07-14,52520,10077,1,52.6,0.0,30.45,Paid Search,Brand,Desktop,SYN-20250714-89510,52.6
709861,2025-07-14,51489,10023,1,63.99,0.126,28.49,Paid Social,Prospecting,Mobile,SYN-20250714-86258,55.95
709862,2025-07-14,54893,10054,1,31.69,0.0,12.62,Paid Search,Non-Brand,Desktop,SYN-20250714-43078,31.69
709863,2025-07-14,53298,10097,1,87.6,0.073,49.39,Paid Search,Non-Brand,Desktop,SYN-20250714-11992,81.24
709864,2025-07-14,54585,10035,1,61.98,0.0,27.55,Email,Reactivation,Mobile,SYN-20250714-85457,61.98
709865,2025-07-14,52140,10045,1,32.68,0.0,11.71,Paid Social,Prospecting,Mobile,SYN-20250714-30107,32.68
709866,2025-07-14,51842,10011,1,44.71,0.0,26.12,Paid Search,Brand,Mobile,SYN-20250714-72301,44.71
709867,2025-07-14,51925,10025,1,34.66,0.0,28.97,Referral,Affiliates,Mobile,SYN-20250714-30141,34.66
709868,2025-07-14,54830,10068,1,23.85,0.0,11.7,Referral,Affiliates,Mobile,SYN-20250714-30861,23.85
709869,2025-07-14,51271,10018,1,91.71,0.111,44.84,Referral,Affiliates,Mobile,SYN-20250714-74801,81.57
709870,2025-07-14,53080,10104,1,50.51,0.0,24.01,Paid Search,Brand,Mobile,SYN-20250714-79999,50.51
709871,2025-07-14,52825,10051,1,35.52,0.081,18.17,Paid Social,Retargeting,Mobile,SYN-20250714-97888,32.65
709872,2025-07-14,51718,10007,1,83.16,0.0,49.26,Paid Social,Retargeting,Desktop,SYN-20250714-77747,83.16
709873,2025-07-14,52842,10013,4,23.03,0.0,48.64,Paid Search,Shopping,Mobile,SYN-20250714-73622,92.14
709874,2025-07-14,53904,10019,1,80.91,0.011,44.73,Paid Search,Shopping,Desktop,SYN-20250714-79951,80.05
709875,2025-07-14,52102,10011,1,49.83,0.0,26.12,Paid Search,Brand,Desktop,SYN-20250714-73399,49.83
709876,2025-07-14,53977,10051,1,36.43,0.0,18.17,Paid Search,Shopping,Desktop,SYN-20250714-62567,36.43
709877,2025-07-14,53511,10112,2,38.42,0.0,65.07,Paid Social,Retargeting,Desktop,SYN-20250714-44928,76.84
709878,2025-07-14,54937,10009,1,33.1,0.0,18.7,Organic,SEO,Mobile,SYN-20250714-46290,33.1
709879,2025-07-14,54463,10096,1,54.98,0.037,34.03,Organic,SEO,Mobile,SYN-20250714-84487,52.97
709880,2025-07-14,54686,10115,1,83.77,0.0,44.66,Email,Welcome,Mobile,SYN-20250714-19446,83.77
709881,2025-07-14,51240,10077,2,51.14,0.0,60.9,Organic,SEO,Desktop,SYN-20250714-11649,102.27
709882,2025-07-14,50549,10060,1,85.46,0.0,41.78,Paid Search,Non-Brand,Mobile,SYN-20250714-14134,85.46
709883,2025-07-14,52774,10031,2,30.61,0.0,40.98,Paid Search,Shopping,Mobile,SYN-20250714-17308,61.22
709884,2025-07-14,50374,10043,1,32.52,0.0,13.52,Paid Social,CreativeTest,Desktop,SYN-20250714-78909,32.52
709885,2025-07-14,52289,10042,1,41.84,0.0,16.25,Paid Social,CreativeTest,Mobile,SYN-20250714-48888,41.84
709886,2025-07-14,53635,10034,1,34.44,0.0,16.09,Email,Welcome,Mobile,SYN-20250714-70862,34.44
709887,2025-07-14,51836,10035,2,55.97,0.024,55.1,Email,Promo,Mobile,SYN-20250714-63514,109.3
709888,2025-07-14,52309,10103,2,28.6,0.0,23.86,Organic,SEO,Desktop,SYN-20250714-54133,57.2
709889,2025-07-14,50902,10059,3,26.66,0.0,36.3,Organic,SEO,Mobile,SYN-20250714-38655,79.97
709890,2025-07-14,52958,10087,1,40.26,0.095,20.44,Paid Search,Brand,Desktop,SYN-20250714-35202,36.43
709891,2025-07-14,50189,10061,2,117.07,0.0,106.6,Paid Search,Brand,Desktop,SYN-20250714-74123,234.14
709892,2025-07-14,51666,10112,1,40.6,0.046,32.54,Organic,SEO,Mobile,SYN-20250714-49296,38.75
709893,2025-07-14,54509,10120,4,56.41,0.0,104.16,Paid Search,Shopping,Mobile,SYN-20250714-25941,225.63
709894,2025-07-14,52352,10063,1,53.77,0.06,23.33,Email,Reactivation,Mobile,SYN-20250714-99776,50.53
709895,2025-07-14,52841,10091,2,27.88,0.0,23.98,Referral,Affiliates,Mobile,SYN-20250714-73635,55.75
709896,2025-07-14,52968,10081,2,25.86,0.078,26.04,Paid Search,Brand,Mobile,SYN-20250714-51242,47.69
709897,2025-07-14,52645,10017,2,37.51,0.0,47.64,Paid Search,Brand,Desktop,SYN-20250714-76579,75.02
709898,2025-07-14,53672,10054,3,34.35,0.0,37.86,Paid Search,Shopping,Desktop,SYN-20250714-51577,103.04
709899,2025-07-14,53165,10074,3,49.31,0.0,74.01,Paid Social,CreativeTest,Mobile,SYN-20250714-42269,147.92
709900,2025-07-14,52860,10003,1,34.58,0.004,16.34,Email,Promo,Desktop,SYN-20250714-93254,34.45
709901,2025-07-14,54822,10111,1,33.66,0.0,11.84,Referral,Affiliates,Desktop,SYN-20250714-95554,33.66
709902,2025-07-14,54940,10090,2,40.92,0.0,37.12,Paid Search,Non-Brand,Desktop,SYN-20250714-52743,81.84
709903,2025-07-14,51431,10058,1,31.65,0.109,22.17,Paid Search,Brand,Desktop,SYN-20250714-77083,28.21
709904,2025-07-14,53819,10033,1,44.42,0.0,19.57,Organic,SEO,Mobile,SYN-20250714-56081,44.42
709905,2025-07-14,51307,10093,1,61.6,0.067,28.25,Paid Social,CreativeTest,Mobile,SYN-20250714-39011,57.45
709906,2025-07-14,53867,10065,1,100.62,0.0,50.7,Paid Social,Prospecting,Mobile,SYN-20250714-82522,100.62
709907,2025-07-14,54806,10004,2,32.51,0.091,21.56,Paid Social,CreativeTest,Mobile,SYN-20250714-64143,59.08
709908,2025-07-14,54778,10103,1,27.69,0.0,11.93,Paid Search,Brand,Mobile,SYN-20250714-53307,27.69
709909,2025-07-14,50197,10013,2,25.03,0.0,24.32,Paid Social,Prospecting,Mobile,SYN-20250714-10899,50.07
709910,2025-07-14,53480,10058,1,28.87,0.032,22.17,Paid Search,Brand,Mobile,SYN-20250714-39551,27.95
709911,2025-07-14,51036,10066,1,97.22,0.0,38.16,Paid Social,Retargeting,Mobile,SYN-20250714-29386,97.22
709912,2025-07-14,52495,10112,1,39.35,0.0,32.54,Organic,SEO,Desktop,SYN-20250714-53574,39.35
709913,2025-07-14,50629,10077,4,48.08,0.0,121.8,Email,Reactivation,Desktop,SYN-20250714-88990,192.32
709914,2025-07-14,52594,10001,6,24.84,0.088,74.28,Paid Social,Prospecting,Desktop,SYN-20250714-61576,135.96
709915,2025-07-14,54687,10038,1,47.04,0.1,24.62,Referral,Affiliates,Desktop,SYN-20250714-90762,42.32
709916,2025-07-14,53907,10034,1,31.05,0.0,16.09,Email,Promo,Mobile,SYN-20250714-43541,31.05
709917,2025-07-14,53624,10102,1,24.35,0.0,11.86,Email,Reactivation,Mobile,SYN-20250714-68669,24.35
709918,2025-07-14,53764,10069,1,32.61,0.0,13.59,Paid Search,Non-Brand,Mobile,SYN-20250714-23247,32.61
709919,2025-07-14,51117,10095,2,36.98,0.0,36.2,Referral,Affiliates,Mobile,SYN-20250714-19099,73.97
709920,2025-07-14,50668,10053,1,53.89,0.0,26.56,Paid Search,Shopping,Mobile,SYN-20250714-65548,53.89
709921,2025-07-14,52879,10050,1,28.93,0.0,11.46,Paid Search,Brand,Mobile,SYN-20250714-15235,28.93
709922,2025-07-14,52799,10015,1,37.24,0.039,26.64,Organic,SEO,Desktop,SYN-20250714-49194,35.78
709923,2025-07-14,51943,10120,2,53.52,0.0,52.08,Organic,SEO,Desktop,SYN-20250714-46078,107.04
709924,2025-07-14,52826,10091,1,27.04,0.029,11.99,Organic,SEO,Desktop,SYN-20250714-29277,26.27
709925,2025-07-14,54523,10064,1,40.67,0.0,17.15,Referral,Affiliates,Desktop,SYN-20250714-45122,40.67
709926,2025-07-14,54081,10061,2,110.6,0.062,106.6,Organic,SEO,Desktop,SYN-20250714-69248,207.51
709927,2025-07-14,51910,10091,1,25.65,0.0,11.99,Organic,SEO,Desktop,SYN-20250714-55583,25.65
709928,2025-07-14,54335,10032,1,100.48,0.0,40.54,Organic,SEO,Desktop,SYN-20250714-18221,100.48
709929,2025-07-14,50785,10108,1,63.52,0.023,33.77,Organic,SEO,Mobile,SYN-20250714-26934,62.06
709930,2025-07-14,51564,10020,2,102.89,0.0,88.02,Organic,SEO,Mobile,SYN-20250714-88323,205.79
709931,2025-07-14,52923,10017,1,38.12,0.0,23.82,Referral,Affiliates,Mobile,SYN-20250714-58399,38.12
709932,2025-07-14,50301,10079,1,25.22,0.0,13.39,Organic,SEO,Mobile,SYN-20250714-32783,25.22
709933,2025-07-14,53964,10001,2,24.24,0.0,24.76,Email,Promo,Desktop,SYN-20250714-93388,48.47
709934,2025-07-14,50781,10055,1,48.21,0.015,26.09,Organic,SEO,Mobile,SYN-20250714-17727,47.5
709935,2025-07-14,52213,10052,1,46.13,0.079,18.1,Referral,Affiliates,Mobile,SYN-20250714-41210,42.48
709936,2025-07-14,52096,10022,1,33.48,0.0,19.65,Organic,SEO,Desktop,SYN-20250714-90658,33.48
709937,2025-07-14,53957,10062,3,50.88,0.0,57.42,Organic,SEO,Mobile,SYN-20250714-14266,152.63
709938,2025-07-14,51896,10031,2,30.33,0.0,40.98,Organic,SEO,Mobile,SYN-20250714-10891,60.66
709939,2025-07-14,54653,10081,1,27.67,0.0,13.02,Organic,SEO,Desktop,SYN-20250714-79902,27.67
709940,2025-07-14,50073,10055,1,49.18,0.0,26.09,Email,Reactivation,Mobile,SYN-20250714-67238,49.18
709941,2025-07-14,54435,10081,1,27.57,0.106,13.02,Organic,SEO,Mobile,SYN-20250714-22529,24.66
709942,2025-07-14,54710,10108,2,64.17,0.0,67.54,Referral,Affiliates,Desktop,SYN-20250714-30921,128.35
709943,2025-07-14,52659,10083,2,72.5,0.0,85.98,Referral,Affiliates,Mobile,SYN-20250714-38736,144.99
709944,2025-07-14,53952,10115,1,88.11,0.0,44.66,Organic,SEO,Mobile,SYN-20250714-95291,88.11
709945,2025-07-14,54648,10064,1,38.24,0.0,17.15,Organic,SEO,Mobile,SYN-20250714-63836,38.24
709946,2025-07-14,50326,10018,1,100.73,0.0,44.84,Organic,SEO,Mobile,SYN-20250714-26288,100.73
709947,2025-07-14,50440,10044,2,98.48,0.052,87.8,Organic,SEO,Desktop,SYN-20250714-72869,186.68
709948,2025-07-14,53202,10034,2,33.4,0.063,32.18,Organic,SEO,Mobile,SYN-20250714-78183,62.59
709949,2025-07-14,50532,10107,3,40.5,0.091,65.07,Organic,SEO,Mobile,SYN-20250714-93409,110.49
709950,2025-07-14,53939,10016,1,25.84,0.0,12.98,Organic,SEO,Mobile,SYN-20250714-71128,25.84
709951,2025-07-14,54920,10044,1,107.05,0.0,43.9,Organic,SEO,Desktop,SYN-20250714-18206,107.05
709952,2025-07-14,50811,10018,2,98.84,0.1,89.68,Organic,SEO,Desktop,SYN-20250714-69975,178.0
709953,2025-07-14,52140,10070,1,86.17,0.0,50.23,Organic,SEO,Desktop,SYN-20250714-34983,86.17
709954,2025-07-14,53566,10051,1,42.31,0.041,18.17,Organic,SEO,Mobile,SYN-20250714-73543,40.58
709955,2025-07-14,51464,10064,1,42.12,0.0,17.15,Organic,SEO,Desktop,SYN-20250714-94171,42.12
709956,2025-07-14,50992,10103,1,27.96,0.0,11.93,Organic,SEO,Desktop,SYN-20250714-17826,27.96
709957,2025-07-14,54146,10077,1,46.54,0.0,30.45,Organic,SEO,Mobile,SYN-20250714-24626,46.54
709958,2025-07-14,53763,10101,3,46.14,0.0,69.96,Organic,SEO,Desktop,SYN-20250714-45249,138.41
709959,2025-07-14,51570,10084,3,47.68,0.0,89.25,Organic,SEO,Mobile,SYN-20250714-38565,143.04
709960,2025-07-14,52527,10089,2,37.28,0.014,34.28,Organic,SEO,Mobile,SYN-20250714-60963,73.52
709961,2025-07-14,52558,10033,1,43.62,0.027,19.57,Email,Promo,Mobile,SYN-20250714-88021,42.44
709962,2025-07-14,54916,10018,1,92.29,0.043,44.84,Organic,SEO,Desktop,SYN-20250714-91972,88.3
709963,2025-07-15,52147,10028,1,19.8,0.041,12.07,Paid Social,CreativeTest,Mobile,SYN-20250715-69311,18.98
709964,2025-07-15,50568,10063,1,46.68,0.0,23.33,Paid Social,Prospecting,Mobile,SYN-20250715-53030,46.68
709965,2025-07-15,52014,10041,3,35.7,0.0,47.43,Organic,SEO,Mobile,SYN-20250715-24462,107.11
709966,2025-07-15,51264,10071,2,84.21,0.025,90.54,Paid Social,Prospecting,Desktop,SYN-20250715-69656,164.13
709967,2025-07-15,51366,10061,2,114.6,0.0,106.6,Paid Search,Brand,Mobile,SYN-20250715-69000,229.21
709968,2025-07-15,50556,10101,3,41.58,0.02,69.96,Organic,SEO,Desktop,SYN-20250715-60504,122.25
709969,2025-07-15,54718,10040,1,40.43,0.0,18.53,Email,Reactivation,Desktop,SYN-20250715-33966,40.43
709970,2025-07-15,53266,10088,1,54.34,0.107,26.68,Organic,SEO,Mobile,SYN-20250715-25588,48.53
709971,2025-07-15,52950,10037,1,58.65,0.0,35.11,Email,Promo,Desktop,SYN-20250715-72882,58.65
709972,2025-07-15,54152,10008,1,28.32,0.0,11.98,Email,Welcome,Desktop,SYN-20250715-65156,28.32
709973,2025-07-15,51714,10086,1,56.6,0.0,22.02,Email,Reactivation,Mobile,SYN-20250715-41414,56.6
709974,2025-07-15,51359,10119,1,34.89,0.075,13.89,Paid Social,CreativeTest,Mobile,SYN-20250715-91789,32.28
709975,2025-07-15,51759,10033,1,39.15,0.0,19.57,Paid Search,Shopping,Mobile,SYN-20250715-31116,39.15
709976,2025-07-15,52358,10032,1,98.16,0.0,40.54,Organic,SEO,Desktop,SYN-20250715-89810,98.16
709977,2025-07-15,50098,10017,1,46.07,0.042,23.82,Organic,SEO,Mobile,SYN-20250715-95744,44.14
709978,2025-07-15,54810,10083,1,69.51,0.0,42.99,Paid Search,Non-Brand,Mobile,SYN-20250715-17253,69.51
709979,2025-07-15,53027,10016,1,26.96,0.0,12.98,Paid Social,CreativeTest,Mobile,SYN-20250715-33047,26.96
709980,2025-07-15,50300,10066,3,113.13,0.031,114.48,Paid Search,Brand,Mobile,SYN-20250715-60865,328.96
709981,2025-07-15,54210,10043,1,29.68,0.055,13.52,Paid Search,Non-Brand,Desktop,SYN-20250715-89369,28.05
709982,2025-07-15,54625,10069,1,31.35,0.031,13.59,Paid Search,Non-Brand,Mobile,SYN-20250715-34211,30.36
709983,2025-07-15,51616,10061,2,111.55,0.0,106.6,Organic,SEO,Mobile,SYN-20250715-25455,223.11
709984,2025-07-15,51277,10045,1,32.88,0.0,11.71,Paid Search,Shopping,Mobile,SYN-20250715-38429,32.88
709985,2025-07-15,51160,10059,1,26.37,0.0,12.1,Paid Search,Brand,Mobile,SYN-20250715-89580,26.37
709986,2025-07-15,54678,10088,1,55.02,0.025,26.68,Email,Reactivation,Mobile,SYN-20250715-93559,53.66
709987,2025-07-15,52747,10021,5,24.6,0.0,64.45,Organic,SEO,Desktop,SYN-20250715-88826,122.98
709988,2025-07-15,52011,10112,3,36.95,0.0,97.61,Paid Social,CreativeTest,Desktop,SYN-20250715-78090,110.85
709989,2025-07-15,54558,10112,1,38.07,0.0,32.54,Referral,Affiliates,Desktop,SYN-20250715-92848,38.07
709990,2025-07-15,53065,10056,1,91.98,0.1,49.29,Paid Search,Shopping,Desktop,SYN-20250715-23150,82.75
709991,2025-07-15,53018,10117,1,49.93,0.017,26.67,Referral,Affiliates,Desktop,SYN-20250715-64336,49.09
709992,2025-07-15,54346,10120,2,55.41,0.0,52.08,Organic,SEO,Mobile,SYN-20250715-14252,110.82
709993,2025-07-15,51523,10056,1,88.83,0.0,49.29,Paid Search,Shopping,Desktop,SYN-20250715-79596,88.83
709994,2025-07-15,53758,10070,1,92.35,0.0,50.23,Paid Social,Retargeting,Desktop,SYN-20250715-68206,92.35
709995,2025-07-15,50025,10116,1,32.82,0.077,11.92,Paid Search,Shopping,Desktop,SYN-20250715-38441,30.27
709996,2025-07-15,54168,10050,2,31.67,0.0,22.92,Paid Social,Prospecting,Desktop,SYN-20250715-66951,63.34
709997,2025-07-15,53817,10024,2,40.37,0.0,34.58,Paid Social,CreativeTest,Desktop,SYN-20250715-26774,80.74
709998,2025-07-15,54392,10078,1,49.05,0.117,27.94,Paid Search,Brand,Mobile,SYN-20250715-60474,43.33
709999,2025-07-15,54935,10059,2,25.64,0.082,24.2,Paid Social,CreativeTest,Desktop,SYN-20250715-64606,47.07
710000,2025-07-15,52606,10009,1,34.8,0.0,18.7,Paid Search,Non-Brand,Desktop,SYN-20250715-23256,34.8
710001,2025-07-15,53326,10111,1,33.93,0.0,11.84,Paid Social,Retargeting,Mobile,SYN-20250715-79055,33.93
710002,2025-07-15,53133,10108,2,61.54,0.0,67.54,Organic,SEO,Desktop,SYN-20250715-39272,123.09
710003,2025-07-15,51026,10099,2,70.32,0.0,93.26,Paid Social,CreativeTest,Desktop,SYN-20250715-77654,140.64
710004,2025-07-15,54451,10022,1,33.06,0.0,19.65,Paid Search,Shopping,Desktop,SYN-20250715-45314,33.06
710005,2025-07-15,50942,10012,2,23.82,0.04,22.9,Paid Social,CreativeTest,Mobile,SYN-20250715-70713,45.71
710006,2025-07-15,54336,10093,1,54.23,0.0,28.25,Paid Search,Shopping,Mobile,SYN-20250715-64185,54.23
710007,2025-07-15,52718,10011,1,46.35,0.0,26.12,Paid Social,Retargeting,Mobile,SYN-20250715-43802,46.35
710008,2025-07-15,52754,10051,1,35.4,0.0,18.17,Paid Social,CreativeTest,Mobile,SYN-20250715-61754,35.4
710009,2025-07-15,54972,10023,2,63.13,0.096,56.98,Paid Social,Prospecting,Mobile,SYN-20250715-32310,114.14
710010,2025-07-15,52254,10073,1,30.76,0.0,12.09,Paid Social,CreativeTest,Mobile,SYN-20250715-69388,30.76
710011,2025-07-15,50562,10054,1,34.64,0.0,12.62,Organic,SEO,Desktop,SYN-20250715-23518,34.64
710012,2025-07-15,52093,10089,3,38.59,0.041,51.42,Paid Social,Retargeting,Mobile,SYN-20250715-11338,110.99
710013,2025-07-15,51096,10066,2,104.72,0.032,76.32,Organic,SEO,Mobile,SYN-20250715-74291,202.64
710014,2025-07-15,54452,10042,2,39.49,0.0,32.5,Referral,Affiliates,Mobile,SYN-20250715-25624,78.98
710015,2025-07-15,50603,10001,3,24.49,0.069,37.14,Paid Search,Shopping,Desktop,SYN-20250715-23127,68.43
710016,2025-07-15,52884,10007,1,86.69,0.007,49.26,Organic,SEO,Mobile,SYN-20250715-92708,86.11
710017,2025-07-15,52141,10096,1,61.33,0.0,34.03,Paid Social,CreativeTest,Desktop,SYN-20250715-83836,61.33
710018,2025-07-15,52538,10027,1,81.08,0.0,51.32,Paid Search,Shopping,Desktop,SYN-20250715-37460,81.08
710019,2025-07-15,50105,10117,2,52.31,0.042,53.34,Referral,Affiliates,Mobile,SYN-20250715-23346,100.24
710020,2025-07-15,53584,10069,2,31.33,0.001,27.18,Paid Social,Retargeting,Desktop,SYN-20250715-36532,62.59
710021,2025-07-15,52033,10058,2,30.85,0.0,44.34,Organic,SEO,Desktop,SYN-20250715-23909,61.69
710022,2025-07-15,50828,10013,1,23.24,0.066,12.16,Referral,Affiliates,Mobile,SYN-20250715-71144,21.72
710023,2025-07-15,50019,10011,1,52.74,0.0,26.12,Email,Reactivation,Mobile,SYN-20250715-59772,52.74
710024,2025-07-15,54158,10059,4,24.92,0.023,48.4,Organic,SEO,Mobile,SYN-20250715-75635,97.39
710025,2025-07-15,53934,10050,2,30.79,0.0,22.92,Referral,Affiliates,Mobile,SYN-20250715-16685,61.59
710026,2025-07-15,54494,10105,1,55.83,0.0,23.52,Organic,SEO,Mobile,SYN-20250715-98662,55.83
710027,2025-07-15,53521,10065,2,100.51,0.015,101.4,Organic,SEO,Mobile,SYN-20250715-78752,198.09
710028,2025-07-15,50929,10091,1,25.31,0.0,11.99,Email,Welcome,Desktop,SYN-20250715-54154,25.31
710029,2025-07-15,54234,10054,5,33.33,0.0,63.1,Referral,Affiliates,Desktop,SYN-20250715-74651,166.67
710030,2025-07-15,52558,10054,1,32.01,0.0,12.62,Organic,SEO,Desktop,SYN-20250715-84786,32.01
710031,2025-07-15,51653,10038,1,44.78,0.0,24.62,Organic,SEO,Desktop,SYN-20250715-47519,44.78
710032,2025-07-15,54267,10118,1,35.17,0.081,17.81,Organic,SEO,Mobile,SYN-20250715-82165,32.31
710033,2025-07-15,52074,10035,1,55.65,0.113,27.55,Organic,SEO,Desktop,SYN-20250715-21516,49.39
710034,2025-07-15,50692,10110,2,40.11,0.027,39.82,Referral,Affiliates,Desktop,SYN-20250715-40475,78.07
710035,2025-07-15,54462,10076,1,53.74,0.0,30.52,Organic,SEO,Mobile,SYN-20250715-13516,53.74
710036,2025-07-15,52134,10096,1,54.81,0.0,34.03,Organic,SEO,Desktop,SYN-20250715-18602,54.81
710037,2025-07-15,51156,10114,1,39.32,0.0,19.04,Organic,SEO,Desktop,SYN-20250715-45040,39.32
710038,2025-07-15,52268,10017,1,42.28,0.043,23.82,Organic,SEO,Mobile,SYN-20250715-41977,40.45
710039,2025-07-15,52336,10033,1,44.01,0.0,19.57,Email,Reactivation,Mobile,SYN-20250715-41314,44.01
710040,2025-07-15,52719,10008,1,25.72,0.0,11.98,Organic,SEO,Mobile,SYN-20250715-82767,25.72
710041,2025-07-15,52964,10101,1,49.45,0.0,23.32,Organic,SEO,Desktop,SYN-20250715-36511,49.45
710042,2025-07-15,54752,10044,1,91.48,0.0,43.9,Organic,SEO,Desktop,SYN-20250715-54518,91.48
710043,2025-07-15,52768,10067,1,27.13,0.0,14.25,Organic,SEO,Mobile,SYN-20250715-73784,27.13
710044,2025-07-15,54342,10084,3,49.93,0.0,89.25,Organic,SEO,Desktop,SYN-20250715-52916,149.8
710045,2025-07-15,54956,10075,2,38.66,0.032,34.32,Organic,SEO,Mobile,SYN-20250715-86698,74.82
710046,2025-07-15,52939,10045,1,31.77,0.0,11.71,Email,Welcome,Desktop,SYN-20250715-47033,31.77
