date,channel,campaign,adgroup,impressions,clicks,spend,conversions,revenue_attributed
2025-06-29,Paid Search,Shopping,default,14002,804,481.24,22,2030.5
2025-06-29,Paid Social,Prospecting,default,12017,288,79.93,3,205.38
2025-06-29,Paid Social,Retargeting,default,11030,197,91.62,3,164.14
2025-06-29,Paid Social,CreativeTest,default,9144,180,60.28,4,273.43
2025-06-29,Email,Welcome,default,781,52,15.0,1,44.37
2025-06-29,Email,Promo,default,500,48,61.42,0,0.0
2025-06-29,Email,Reactivation,default,500,45,60.05,0,0.0
2025-06-30,Paid Search,Brand,default,13329,409,210.0,18,1194.26
2025-06-30,Paid Search,Non-Brand,default,8993,484,120.39,10,878.44
2025-06-30,Paid Search,Shopping,default,8463,321,183.78,8,556.06
2025-06-30,Paid Social,Prospecting,default,8654,208,111.17,7,400.27
2025-06-30,Paid Social,Retargeting,default,15592,269,84.82,6,198.68
2025-06-30,Paid Social,CreativeTest,default,11001,100,24.3,0,0.0
2025-06-30,Email,Welcome,default,500,38,68.81,3,192.5
2025-06-30,Email,Promo,default,500,53,37.09,2,128.75
2025-06-30,Email,Reactivation,default,2849,211,69.47,13,1086.72
2025-07-01,Paid Search,Brand,default,10939,588,317.16,17,1388.18
2025-07-01,Paid Search,Non-Brand,default,9547,533,252.05,10,514.32
2025-07-01,Paid Search,Shopping,default,11175,417,201.8,7,478.39
2025-07-01,Paid Social,Prospecting,default,13090,216,79.88,2,84.66
2025-07-01,Paid Social,Retargeting,default,11951,345,172.3,5,309.18
2025-07-01,Paid Social,CreativeTest,default,10194,184,88.71,2,107.13
2025-07-01,Email,Welcome,default,1151,96,44.99,3,170.23
2025-07-01,Email,Promo,default,6144,488,79.99,23,3002.06
2025-07-01,Email,Reactivation,default,3346,327,50.5,8,591.37
2025-07-02,Paid Search,Brand,default,13952,748,521.71,19,968.17
2025-07-02,Paid Search,Non-Brand,default,12331,618,331.17,9,651.61
2025-07-02,Paid Search,Shopping,default,10845,355,197.58,8,565.86
2025-07-02,Paid Social,Prospecting,default,11432,329,178.19,4,207.87
2025-07-02,Paid Social,Retargeting,default,16661,313,137.34,2,159.51
2025-07-02,Paid Social,CreativeTest,default,15271,233,116.54,9,651.44
2025-07-02,Email,Welcome,default,3053,344,66.25,11,556.33
2025-07-02,Email,Promo,default,500,25,36.32,0,0.0
2025-07-02,Email,Reactivation,default,6371,567,98.84,17,1267.84
2025-07-03,Paid Search,Brand,default,13187,529,361.89,14,849.34
2025-07-03,Paid Search,Non-Brand,default,14554,664,297.9,15,817.3
2025-07-03,Paid Search,Shopping,default,15588,593,247.83,15,879.0
2025-07-03,Paid Social,Prospecting,default,12311,187,53.39,1,82.05
2025-07-03,Paid Social,Retargeting,default,11182,184,57.1,6,192.67
2025-07-03,Paid Social,CreativeTest,default,12419,283,77.12,1,66.46
2025-07-03,Email,Welcome,default,2791,256,70.57,5,311.93
2025-07-03,Email,Promo,default,1628,181,83.49,3,167.75
2025-07-03,Email,Reactivation,default,2753,277,66.38,9,560.33
2025-07-04,Paid Search,Brand,default,16608,489,226.3,13,1266.92
2025-07-04,Paid Search,Non-Brand,default,13449,525,323.31,12,589.88
2025-07-04,Paid Search,Shopping,default,11835,743,517.07,16,1303.34
2025-07-04,Paid Social,Prospecting,default,8831,219,103.34,2,177.38
2025-07-04,Paid Social,Retargeting,default,11100,248,53.6,5,250.1
2025-07-04,Paid Social,CreativeTest,default,8798,251,102.22,4,144.69
2025-07-04,Email,Welcome,default,4461,522,50.59,24,1187.5
2025-07-04,Email,Promo,default,500,51,61.2,2,92.58
2025-07-04,Email,Reactivation,default,500,25,38.47,0,0.0
2025-07-05,Paid Search,Brand,default,14096,651,414.52,22,2114.28
2025-07-05,Paid Search,Non-Brand,default,9622,436,267.51,14,1376.22
2025-07-05,Paid Search,Shopping,default,14080,660,352.13,27,1551.56
2025-07-05,Paid Social,Prospecting,default,12968,340,107.77,5,178.11
2025-07-05,Paid Social,Retargeting,default,12854,187,64.23,5,162.57
2025-07-05,Paid Social,CreativeTest,default,13112,155,62.24,2,158.77
2025-07-05,Email,Welcome,default,3892,359,39.8,16,910.05
2025-07-05,Email,Promo,default,1853,145,23.13,4,230.67
2025-07-05,Email,Reactivation,default,999,73,69.8,4,274.58
2025-07-06,Paid Search,Brand,default,12807,711,386.96,31,1100.85
2025-07-06,Paid Search,Non-Brand,default,15524,824,401.52,23,1956.84
2025-07-06,Paid Search,Shopping,default,7342,266,169.21,7,590.89
2025-07-06,Paid Social,Prospecting,default,10098,187,71.25,1,58.47
2025-07-06,Paid Social,Retargeting,default,11411,242,61.13,3,151.27
2025-07-06,Paid Social,CreativeTest,default,9745,175,84.63,1,45.15
2025-07-06,Email,Welcome,default,704,66,35.7,3,206.26
2025-07-06,Email,Promo,default,500,43,73.64,2,136.52
2025-07-06,Email,Reactivation,default,5209,462,85.9,23,856.69
2025-07-07,Paid Search,Brand,default,12610,366,184.87,12,1214.15
2025-07-07,Paid Search,Non-Brand,default,9168,408,304.77,12,624.91
2025-07-07,Paid Search,Shopping,default,8172,286,141.74,9,567.72
2025-07-07,Paid Social,Prospecting,default,15804,171,68.18,2,116.48
2025-07-07,Paid Social,Retargeting,default,18134,315,89.61,2,92.91
2025-07-07,Paid Social,CreativeTest,default,13533,121,62.1,0,0.0
2025-07-07,Email,Welcome,default,500,30,96.02,3,248.37
2025-07-07,Email,Promo,default,2309,162,99.3,5,337.87
2025-07-07,Email,Reactivation,default,4755,328,46.36,16,1391.23
2025-07-08,Paid Search,Brand,default,6473,348,129.3,5,259.2
2025-07-08,Paid Search,Non-Brand,default,9646,534,206.27,16,1311.85
2025-07-08,Paid Search,Shopping,default,13565,753,447.27,19,1540.05
2025-07-08,Paid Social,Prospecting,default,19114,461,181.88,6,482.88
2025-07-08,Paid Social,Retargeting,default,13247,303,90.68,2,186.67
2025-07-08,Paid Social,CreativeTest,default,9084,178,61.44,1,44.53
2025-07-08,Email,Welcome,default,5772,420,69.77,9,624.74
2025-07-08,Email,Promo,default,2909,282,84.92,9,492.56
2025-07-08,Email,Reactivation,default,3535,156,41.76,4,333.92
2025-07-09,Paid Search,Brand,default,12525,719,320.55,23,1696.82
2025-07-09,Paid Search,Non-Brand,default,6556,220,87.46,6,344.22
2025-07-09,Paid Search,Shopping,default,12819,511,175.01,12,1272.12
2025-07-09,Paid Social,Prospecting,default,15166,272,107.8,4,315.8
2025-07-09,Paid Social,Retargeting,default,9752,142,46.13,5,439.55
2025-07-09,Paid Social,CreativeTest,default,13141,200,85.73,5,472.13
2025-07-09,Email,Welcome,default,1629,100,70.21,3,101.84
2025-07-09,Email,Promo,default,3402,272,54.79,12,1034.13
2025-07-09,Email,Reactivation,default,2687,154,45.74,4,303.57
2025-07-10,Paid Search,Brand,default,10003,489,263.67,18,870.16
2025-07-10,Paid Search,Non-Brand,default,15549,655,243.9,15,1203.19
2025-07-10,Paid Search,Shopping,default,9073,514,398.18,17,1075.21
2025-07-10,Paid Social,Prospecting,default,12437,229,113.03,3,275.27
2025-07-10,Paid Social,Retargeting,default,9982,117,44.84,1,52.72
2025-07-10,Paid Social,CreativeTest,default,10268,217,103.8,2,103.71
2025-07-10,Email,Welcome,default,7776,619,79.32,14,827.67
2025-07-10,Email,Promo,default,4256,240,63.35,10,300.7
2025-07-10,Email,Reactivation,default,500,52,74.86,2,141.62
2025-07-11,Paid Search,Brand,default,14884,770,288.27,26,1376.29
2025-07-11,Paid Search,Non-Brand,default,14522,575,386.41,14,1035.0
2025-07-11,Paid Search,Shopping,default,14688,564,266.9,14,1542.74
2025-07-11,Paid Social,Prospecting,default,11782,121,45.25,1,41.94
2025-07-11,Paid Social,Retargeting,default,14901,363,90.68,3,171.1
2025-07-11,Paid Social,CreativeTest,default,17860,68,17.16,2,177.05
2025-07-11,Email,Welcome,default,1639,108,71.83,1,38.81
2025-07-11,Email,Promo,default,5039,538,15.0,21,2092.56
2025-07-11,Email,Reactivation,default,4072,360,52.48,9,375.84
2025-07-12,Paid Search,Brand,default,11014,461,316.96,14,1487.9
2025-07-12,Paid Search,Non-Brand,default,10025,434,212.1,14,892.93
2025-07-12,Paid Search,Shopping,default,15263,635,389.06,27,1738.98
2025-07-12,Paid Social,Prospecting,default,12067,297,85.06,6,409.36
2025-07-12,Paid Social,Retargeting,default,13242,364,146.02,5,252.03
2025-07-12,Paid Social,CreativeTest,default,9819,105,51.93,1,59.17
2025-07-12,Email,Welcome,default,3775,416,51.71,14,879.04
2025-07-12,Email,Promo,default,4438,353,64.99,10,587.05
2025-07-12,Email,Reactivation,default,500,26,69.57,2,123.86
2025-07-13,Paid Search,Brand,default,12746,639,309.5,16,1363.18
2025-07-13,Paid Search,Non-Brand,default,11055,523,237.59,14,911.42
2025-07-13,Paid Search,Shopping,default,11815,539,292.73,24,1801.19
2025-07-13,Paid Social,Prospecting,default,15241,355,144.91,8,429.89
2025-07-13,Paid Social,Retargeting,default,12075,350,140.29,6,481.59
2025-07-13,Paid Social,CreativeTest,default,18074,166,75.83,2,39.49
2025-07-13,Email,Welcome,default,500,37,46.11,1,60.64
2025-07-13,Email,Promo,default,3924,506,53.79,22,945.83
2025-07-13,Email,Reactivation,default,3734,321,53.44,11,858.22
2025-07-14,Paid Search,Brand,default,11699,449,244.34,11,805.41
2025-07-14,Paid Search,Non-Brand,default,18174,857,401.39,30,1517.06
2025-07-14,Paid Search,Shopping,default,15668,561,356.06,11,890.38
2025-07-14,Paid Social,Prospecting,default,13725,199,90.87,3,184.76
2025-07-14,Paid Social,Retargeting,default,13134,221,54.93,4,192.48
2025-07-14,Paid Social,CreativeTest,default,13609,234,69.29,2,54.0
2025-07-14,Email,Welcome,default,3480,261,19.35,3,111.43
2025-07-14,Email,Promo,default,3368,261,81.17,10,476.81
2025-07-14,Email,Reactivation,default,2528,150,62.13,6,372.56
2025-07-15,Paid Search,Brand,default,14361,671,237.93,13,1213.14
2025-07-15,Paid Search,Non-Brand,default,14382,557,264.49,12,786.65
2025-07-15,Paid Search,Shopping,default,10456,424,294.23,9,647.0
2025-07-15,Paid Social,Prospecting,default,11481,321,71.33,3,199.93
2025-07-15,Paid Social,Retargeting,default,13278,275,66.45,5,407.86
2025-07-15,Paid Social,CreativeTest,default,14730,275,59.33,6,333.62
2025-07-15,Email,Welcome,default,3156,308,55.25,5,197.31
2025-07-15,Email,Promo,default,5335,450,61.11,17,1324.02
2025-07-15,Email,Reactivation,default,500,28,78.43,1,60.49
2025-07-16,Paid Search,Brand,default,11043,426,185.71,13,812.4
2025-07-16,Paid Search,Non-Brand,default,10212,521,295.87,14,802.19
2025-07-16,Paid Search,Shopping,default,12285,526,261.38,16,1216.56
2025-07-16,Paid Social,Prospecting,default,12391,272,148.05,4,325.28
2025-07-16,Paid Social,Retargeting,default,11345,192,51.78,2,133.79
2025-07-16,Paid Social,CreativeTest,default,13264,189,73.66,1,80.91
2025-07-16,Email,Welcome,default,2608,138,23.55,5,417.22
2025-07-16,Email,Promo,default,2054,141,70.22,4,213.92
2025-07-16,Email,Reactivation,default,6998,591,26.02,23,1110.98
2025-07-17,Paid Search,Brand,default,12521,278,154.75,6,349.09
2025-07-17,Paid Search,Non-Brand,default,12113,453,289.69,10,571.17
2025-07-17,Paid Search,Shopping,default,13977,683,366.47,24,2221.94
2025-07-17,Paid Social,Prospecting,default,13472,217,92.33,2,93.15
2025-07-17,Paid Social,Retargeting,default,11556,258,80.41,4,262.16
2025-07-17,Paid Social,CreativeTest,default,13682,235,137.38,2,107.5
2025-07-17,Email,Welcome,default,2193,137,93.5,3,216.93
2025-07-17,Email,Promo,default,3424,385,38.87,20,1138.39
2025-07-17,Email,Reactivation,default,3498,290,28.37,11,965.72
2025-07-18,Paid Search,Brand,default,11120,460,221.08,21,1601.86
2025-07-18,Paid Search,Non-Brand,default,13430,515,217.5,12,884.71
2025-07-18,Paid Search,Shopping,default,12349,521,337.66,19,1148.98
2025-07-18,Paid Social,Prospecting,default,7217,148,53.48,4,278.37
2025-07-18,Paid Social,Retargeting,default,14937,176,61.27,1,45.1
2025-07-18,Paid Social,CreativeTest,default,11108,285,97.92,4,362.7
2025-07-18,Email,Welcome,default,500,46,45.74,2,127.2
2025-07-18,Email,Promo,default,1842,197,108.82,8,776.46
2025-07-18,Email,Reactivation,default,4526,336,86.84,6,164.61
2025-07-19,Paid Search,Brand,default,15775,644,320.51,21,943.44
2025-07-19,Paid Search,Non-Brand,default,12157,479,296.6,11,688.3
2025-07-19,Paid Search,Shopping,default,10511,493,275.48,25,1363.08
2025-07-19,Paid Social,Prospecting,default,16295,304,58.46,5,305.96
2025-07-19,Paid Social,Retargeting,default,11736,160,46.63,4,286.74
2025-07-19,Paid Social,CreativeTest,default,11466,364,183.16,10,465.26
2025-07-19,Email,Welcome,default,1780,136,59.84,9,582.16
2025-07-19,Email,Promo,default,1651,156,49.1,4,311.72
2025-07-19,Email,Reactivation,default,500,31,60.62,2,212.87
2025-07-20,Paid Search,Brand,default,14428,712,420.62,23,2262.59
2025-07-20,Paid Search,Non-Brand,default,15323,595,342.31,18,899.95
2025-07-20,Paid Search,Shopping,default,10298,412,258.24,13,730.84
2025-07-20,Paid Social,Prospecting,default,12562,241,66.83,6,345.35
2025-07-20,Paid Social,Retargeting,default,13950,336,131.27,10,600.63
2025-07-20,Paid Social,CreativeTest,default,6890,178,31.88,5,510.42
2025-07-20,Email,Welcome,default,4856,234,26.08,9,525.41
2025-07-20,Email,Promo,default,5424,483,41.03,15,677.71
2025-07-20,Email,Reactivation,default,2320,144,37.46,4,233.11
2025-07-21,Paid Search,Brand,default,13116,605,374.64,18,1051.14
2025-07-21,Paid Search,Non-Brand,default,11198,529,435.23,8,387.68
2025-07-21,Paid Search,Shopping,default,12917,574,292.4,11,791.53
2025-07-21,Paid Social,Prospecting,default,14259,242,80.36,5,518.55
2025-07-21,Paid Social,Retargeting,default,12362,301,122.79,6,388.42
2025-07-21,Paid Social,CreativeTest,default,12734,84,35.16,0,0.0
2025-07-21,Email,Welcome,default,4542,333,33.62,11,1008.52
2025-07-21,Email,Promo,default,2171,153,31.17,6,457.32
2025-07-21,Email,Reactivation,default,500,20,40.39,2,129.36
2025-07-22,Paid Search,Brand,default,17548,506,385.77,4,338.86
2025-07-22,Paid Search,Non-Brand,default,16230,564,319.24,17,1055.34
2025-07-22,Paid Search,Shopping,default,10208,466,253.55,12,489.46
2025-07-22,Paid Social,Prospecting,default,12779,261,79.6,8,414.96
2025-07-22,Paid Social,Retargeting,default,9395,82,25.19,2,143.23
2025-07-22,Paid Social,CreativeTest,default,5578,137,40.47,2,108.36
2025-07-22,Email,Welcome,default,3429,333,74.06,9,674.13
2025-07-22,Email,Promo,default,5079,299,67.37,12,393.79
2025-07-22,Email,Reactivation,default,500,32,47.75,2,223.67
2025-07-23,Paid Search,Brand,default,13588,602,283.91,21,2446.73
2025-07-23,Paid Search,Non-Brand,default,14695,609,252.26,11,1009.37
2025-07-23,Paid Search,Shopping,default,9825,515,209.61,18,1087.11
2025-07-23,Paid Social,Prospecting,default,11744,174,52.35,1,58.77
2025-07-23,Paid Social,Retargeting,default,11980,160,53.55,4,268.02
2025-07-23,Paid Social,CreativeTest,default,11133,146,75.48,0,0.0
2025-07-23,Email,Welcome,default,500,44,23.74,0,0.0
2025-07-23,Email,Promo,default,1822,155,57.89,3,243.41
2025-07-23,Email,Reactivation,default,6561,506,38.48,21,1037.45
2025-07-24,Paid Search,Brand,default,11426,329,208.74,7,568.02
2025-07-24,Paid Search,Non-Brand,default,9709,541,320.99,13,767.71
2025-07-24,Paid Search,Shopping,default,16954,896,530.65,15,1078.65
2025-07-24,Paid Social,Prospecting,default,10208,180,61.33,2,162.76
2025-07-24,Paid Social,Retargeting,default,12843,158,49.66,4,185.8
2025-07-24,Paid Social,CreativeTest,default,10770,188,94.5,3,256.84
2025-07-24,Email,Welcome,default,500,30,50.29,0,0.0
2025-07-24,Email,Promo,default,3694,422,95.17,21,1746.01
2025-07-24,Email,Reactivation,default,1254,82,80.76,4,349.86
2025-07-25,Paid Search,Brand,default,13293,540,293.54,13,1145.67
2025-07-25,Paid Search,Non-Brand,default,10829,377,216.24,10,646.59
2025-07-25,Paid Search,Shopping,default,15308,631,359.69,20,994.89
2025-07-25,Paid Social,Prospecting,default,12768,228,100.57,4,270.56
2025-07-25,Paid Social,Retargeting,default,6312,115,32.31,3,177.87
2025-07-25,Paid Social,CreativeTest,default,10654,218,91.95,2,156.84
2025-07-25,Email,Welcome,default,500,74,44.62,1,31.91
2025-07-25,Email,Promo,default,7635,779,81.07,24,2034.01
2025-07-25,Email,Reactivation,default,2111,124,67.44,6,428.8
2025-07-26,Paid Search,Brand,default,14709,635,265.91,16,770.82
2025-07-26,Paid Search,Non-Brand,default,12350,518,293.49,11,535.42
2025-07-26,Paid Search,Shopping,default,11861,661,442.24,27,1699.22
2025-07-26,Paid Social,Prospecting,default,17401,186,73.82,2,109.67
2025-07-26,Paid Social,Retargeting,default,11239,266,103.0,5,378.3
2025-07-26,Paid Social,CreativeTest,default,11556,159,52.79,2,128.58
2025-07-26,Email,Welcome,default,6445,363,40.73,15,990.71
2025-07-26,Email,Promo,default,4871,427,75.45,25,1816.32
2025-07-26,Email,Reactivation,default,4369,338,96.15,17,1125.98
2025-07-27,Paid Search,Brand,default,12110,630,276.82,24,1335.64
2025-07-27,Paid Search,Non-Brand,default,7119,310,180.51,8,651.17
2025-07-27,Paid Search,Shopping,default,10052,334,150.15,4,280.86
2025-07-27,Paid Social,Prospecting,default,13572,227,56.67,5,414.8
2025-07-27,Paid Social,Retargeting,default,9539,193,83.26,2,187.5
2025-07-27,Paid Social,CreativeTest,default,13162,130,59.44,3,145.16
2025-07-27,Email,Welcome,default,2150,111,27.72,5,330.61
2025-07-27,Email,Promo,default,2258,148,94.08,6,259.29
2025-07-27,Email,Reactivation,default,500,28,40.95,1,75.76
2025-07-28,Paid Search,Brand,default,7714,352,215.89,6,415.61
2025-07-28,Paid Search,Non-Brand,default,13529,692,408.54,17,1194.28
2025-07-28,Paid Search,Shopping,default,16330,585,296.91,19,1463.73
2025-07-28,Paid Social,Prospecting,default,12954,221,118.38,1,75.94
2025-07-28,Paid Social,Retargeting,default,9793,60,17.45,2,126.84
2025-07-28,Paid Social,CreativeTest,default,11814,247,39.02,4,235.52
2025-07-28,Email,Welcome,default,3347,230,59.76,8,610.28
2025-07-28,Email,Promo,default,4688,403,79.42,13,1327.89
2025-07-28,Email,Reactivation,default,1493,105,84.93,5,195.95
2025-07-29,Paid Search,Brand,default,10936,464,293.44,10,782.71
2025-07-29,Paid Search,Non-Brand,default,8387,404,179.9,16,945.73
2025-07-29,Paid Search,Shopping,default,11658,525,180.59,22,1802.5
2025-07-29,Paid Social,Prospecting,default,12259,260,83.68,5,347.45
2025-07-29,Paid Social,Retargeting,default,12137,209,71.05,5,359.56
2025-07-29,Paid Social,CreativeTest,default,14268,219,56.7,1,74.01
2025-07-29,Email,Welcome,default,8035,470,38.58,7,619.36
2025-07-29,Email,Promo,default,2880,213,42.85,10,410.51
2025-07-29,Email,Reactivation,default,2336,178,42.25,6,544.17
2025-07-30,Paid Search,Brand,default,14824,738,331.9,22,1518.84
2025-07-30,Paid Search,Non-Brand,default,10222,349,273.0,6,396.62
2025-07-30,Paid Search,Shopping,default,13597,689,344.03,12,653.57
2025-07-30,Paid Social,Prospecting,default,14381,230,87.37,4,289.18
2025-07-30,Paid Social,Retargeting,default,11250,277,85.48,6,443.89
2025-07-30,Paid Social,CreativeTest,default,12820,231,83.7,3,265.18
2025-07-30,Email,Welcome,default,4726,452,48.6,10,544.21
2025-07-30,Email,Promo,default,4302,211,52.4,9,701.22
2025-07-30,Email,Reactivation,default,3164,293,36.8,13,746.92
2025-07-31,Paid Search,Brand,default,14479,816,366.76,21,943.54
2025-07-31,Paid Search,Non-Brand,default,14343,639,393.18,20,1313.89
2025-07-31,Paid Search,Shopping,default,10399,513,158.58,11,742.76
2025-07-31,Paid Social,Prospecting,default,13242,257,78.26,2,77.5
2025-07-31,Paid Social,Retargeting,default,10124,195,57.59,2,148.76
2025-07-31,Paid Social,CreativeTest,default,16503,209,89.43,6,427.66
2025-07-31,Email,Welcome,default,1094,96,57.35,3,316.73
2025-07-31,Email,Promo,default,5437,315,93.26,8,614.41
2025-07-31,Email,Reactivation,default,2530,329,104.26,9,284.84
2025-08-01,Paid Search,Brand,default,13084,510,262.8,9,680.72
2025-08-01,Paid Search,Non-Brand,default,10448,387,157.17,11,727.88
2025-08-01,Paid Search,Shopping,default,10701,519,324.73,16,786.93
2025-08-01,Paid Social,Prospecting,default,11915,419,142.94,8,411.93
2025-08-01,Paid Social,Retargeting,default,10527,261,122.54,9,519.2
2025-08-01,Paid Social,CreativeTest,default,11680,186,63.15,1,50.14
2025-08-01,Email,Welcome,default,538,50,69.12,1,57.93
2025-08-01,Email,Promo,default,3325,323,31.07,9,532.69
2025-08-01,Email,Reactivation,default,6630,294,64.09,9,515.4
2025-08-02,Paid Search,Brand,default,13016,689,340.49,20,1565.94
2025-08-02,Paid Search,Non-Brand,default,12066,579,383.2,15,1136.68
2025-08-02,Paid Search,Shopping,default,15878,687,279.35,31,2543.92
2025-08-02,Paid Social,Prospecting,default,13034,189,50.8,4,246.93
2025-08-02,Paid Social,Retargeting,default,14406,135,59.41,3,200.16
2025-08-02,Paid Social,CreativeTest,default,10091,231,75.97,7,424.04
2025-08-02,Email,Welcome,default,500,31,94.18,1,32.72
2025-08-02,Email,Promo,default,3136,202,48.25,7,350.72
2025-08-02,Email,Reactivation,default,4328,333,85.21,13,919.52
2025-08-03,Paid Search,Brand,default,9696,492,246.14,11,334.63
2025-08-03,Paid Search,Non-Brand,default,8876,297,140.19,17,1242.68
2025-08-03,Paid Search,Shopping,default,12006,394,255.95,10,595.54
2025-08-03,Paid Social,Prospecting,default,13353,107,33.74,3,189.58
2025-08-03,Paid Social,Retargeting,default,16101,263,108.54,3,126.66
2025-08-03,Paid Social,CreativeTest,default,17671,326,162.47,4,222.53
2025-08-03,Email,Welcome,default,4838,343,58.69,12,1031.59
2025-08-03,Email,Promo,default,4401,348,83.62,12,727.4
2025-08-03,Email,Reactivation,default,1110,107,62.98,3,230.77
2025-08-04,Paid Search,Brand,default,12127,608,364.47,12,672.18
2025-08-04,Paid Search,Non-Brand,default,10101,340,174.91,6,431.63
2025-08-04,Paid Search,Shopping,default,10817,509,269.75,16,1055.79
2025-08-04,Paid Social,Prospecting,default,11432,196,93.29,2,200.63
2025-08-04,Paid Social,Retargeting,default,12779,106,34.46,2,94.31
2025-08-04,Paid Social,CreativeTest,default,9950,170,55.49,2,144.2
2025-08-04,Email,Welcome,default,500,32,41.02,2,66.92
2025-08-04,Email,Promo,default,3058,265,60.72,9,629.3
2025-08-04,Email,Reactivation,default,5522,250,44.42,7,338.59
2025-08-05,Paid Search,Brand,default,15159,674,405.06,24,2139.69
2025-08-05,Paid Search,Non-Brand,default,16018,569,226.35,15,1049.62
2025-08-05,Paid Search,Shopping,default,13100,361,217.06,7,419.56
2025-08-05,Paid Social,Prospecting,default,12417,246,67.43,4,204.9
2025-08-05,Paid Social,Retargeting,default,9951,252,100.02,5,428.34
2025-08-05,Paid Social,CreativeTest,default,11340,218,75.29,1,105.05
2025-08-05,Email,Welcome,default,3111,289,44.25,8,330.6
2025-08-05,Email,Promo,default,9464,813,55.38,21,1910.76
2025-08-05,Email,Reactivation,default,500,43,67.69,0,0.0
2025-08-06,Paid Search,Brand,default,11169,511,305.57,15,722.6
2025-08-06,Paid Search,Non-Brand,default,12002,620,308.31,16,1256.14
2025-08-06,Paid Search,Shopping,default,11830,373,226.44,12,600.27
2025-08-06,Paid Social,Prospecting,default,13235,215,83.23,6,387.45
2025-08-06,Paid Social,Retargeting,default,12903,284,96.74,4,328.67
2025-08-06,Paid Social,CreativeTest,default,14593,377,132.3,6,379.94
2025-08-06,Email,Welcome,default,4451,410,83.06,15,870.74
2025-08-06,Email,Promo,default,3786,372,32.34,9,718.31
2025-08-06,Email,Reactivation,default,3492,331,75.51,14,1093.4
2025-08-07,Paid Search,Brand,default,13723,804,341.29,12,670.23
2025-08-07,Paid Search,Non-Brand,default,10949,458,263.48,17,1335.84
2025-08-07,Paid Search,Shopping,default,8442,439,235.49,10,646.7
2025-08-07,Paid Social,Prospecting,default,6753,139,42.16,0,0.0
2025-08-07,Paid Social,Retargeting,default,12911,195,107.83,3,277.46
2025-08-07,Paid Social,CreativeTest,default,7313,150,51.03,3,253.51
2025-08-07,Email,Welcome,default,3864,359,47.5,13,733.7
2025-08-07,Email,Promo,default,6463,343,46.79,14,791.6
2025-08-07,Email,Reactivation,default,1800,106,45.23,2,173.31
2025-08-08,Paid Search,Brand,default,13144,711,437.63,21,2253.83
2025-08-08,Paid Search,Non-Brand,default,14985,657,259.5,14,1430.29
2025-08-08,Paid Search,Shopping,default,10617,591,230.88,10,845.72
2025-08-08,Paid Social,Prospecting,default,7483,112,31.35,2,146.1
2025-08-08,Paid Social,Retargeting,default,14084,265,160.4,3,134.75
2025-08-08,Paid Social,CreativeTest,default,10368,224,99.59,3,177.14
2025-08-08,Email,Welcome,default,8495,706,33.65,21,1708.06
2025-08-08,Email,Promo,default,1814,155,73.48,7,302.69
2025-08-08,Email,Reactivation,default,5998,500,32.33,20,458.57
2025-08-09,Paid Search,Brand,default,9133,465,280.24,18,1348.18
2025-08-09,Paid Search,Non-Brand,default,4878,234,146.17,2,145.73
2025-08-09,Paid Search,Shopping,default,14586,691,275.44,18,1532.13
2025-08-09,Paid Social,Prospecting,default,13176,262,75.96,3,196.09
2025-08-09,Paid Social,Retargeting,default,14411,117,24.9,3,277.48
2025-08-09,Paid Social,CreativeTest,default,9603,165,72.71,8,324.13
2025-08-09,Email,Welcome,default,609,33,43.04,0,0.0
2025-08-09,Email,Promo,default,2205,162,66.35,11,890.11
2025-08-09,Email,Reactivation,default,3420,194,74.36,7,133.67
2025-08-10,Paid Search,Brand,default,16495,393,227.74,12,738.45
2025-08-10,Paid Search,Non-Brand,default,12463,507,159.84,17,801.05
2025-08-10,Paid Search,Shopping,default,14124,399,229.08,13,665.4
2025-08-10,Paid Social,Prospecting,default,11852,222,93.13,3,183.49
2025-08-10,Paid Social,Retargeting,default,10873,130,39.61,1,60.03
2025-08-10,Paid Social,CreativeTest,default,5871,71,30.42,1,58.35
2025-08-10,Email,Welcome,default,2060,107,69.92,9,606.67
2025-08-10,Email,Promo,default,2651,236,35.0,8,600.92
2025-08-10,Email,Reactivation,default,3988,210,120.44,12,874.88
2025-08-11,Paid Search,Brand,default,12571,614,284.77,10,862.95
2025-08-11,Paid Search,Non-Brand,default,12567,612,268.76,14,677.54
2025-08-11,Paid Search,Shopping,default,10009,435,202.59,16,1285.01
2025-08-11,Paid Social,Prospecting,default,11001,38,10.59,2,183.55
2025-08-11,Paid Social,Retargeting,default,14853,349,114.79,4,162.57
2025-08-11,Paid Social,CreativeTest,default,10450,191,79.78,2,94.47
2025-08-11,Email,Welcome,default,3012,189,85.09,6,329.89
2025-08-11,Email,Promo,default,4794,368,38.5,13,857.11
2025-08-11,Email,Reactivation,default,3281,261,72.63,8,629.4
2025-08-12,Paid Search,Brand,default,11981,421,276.24,14,892.98
2025-08-12,Paid Search,Non-Brand,default,14077,764,558.02,16,1011.37
2025-08-12,Paid Search,Shopping,default,14409,629,438.37,25,1659.93
2025-08-12,Paid Social,Prospecting,default,13848,87,26.97,2,171.42
2025-08-12,Paid Social,Retargeting,default,15489,178,57.38,3,230.07
2025-08-12,Paid Social,CreativeTest,default,8104,130,53.74,1,57.01
2025-08-12,Email,Welcome,default,2640,174,81.55,2,101.15
2025-08-12,Email,Promo,default,12728,417,68.65,11,605.65
